generate_stream_of_random_integers_PORT_out[0] = 98,
generate_stream_of_random_integers_PORT_out[1] = 26,
generate_stream_of_random_integers_PORT_out[2] = 7,
generate_stream_of_random_integers_PORT_out[3] = 10,
generate_stream_of_random_integers_PORT_out[4] = 3,
generate_stream_of_random_integers_PORT_out[5] = 22,
generate_stream_of_random_integers_PORT_out[6] = 88,
generate_stream_of_random_integers_PORT_out[7] = 9,
generate_stream_of_random_integers_PORT_out[8] = 80,
generate_stream_of_random_integers_PORT_out[9] = 42,
generate_stream_of_random_integers_PORT_out[0] = 98,
generate_stream_of_random_integers_PORT_out[1] = 26,
generate_stream_of_random_integers_PORT_out[2] = 7,
generate_stream_of_random_integers_PORT_out[3] = 10,
generate_stream_of_random_integers_PORT_out[4] = 3,
generate_stream_of_random_integers_PORT_out[5] = 22,
generate_stream_of_random_integers_PORT_out[6] = 88,
generate_stream_of_random_integers_PORT_out[7] = 9,
generate_stream_of_random_integers_PORT_out[8] = 80,
generate_stream_of_random_integers_PORT_out[9] = 42,
multiply_elements_in_stream_PORT_out[0] = 196,
multiply_elements_in_stream_PORT_out[1] = 52,
multiply_elements_in_stream_PORT_out[2] = 14,
multiply_elements_in_stream_PORT_out[3] = 20,
multiply_elements_in_stream_PORT_out[4] = 6,
multiply_elements_in_stream_PORT_out[5] = 44,
multiply_elements_in_stream_PORT_out[6] = 176,
multiply_elements_in_stream_PORT_out[7] = 18,
multiply_elements_in_stream_PORT_out[8] = 160,
multiply_elements_in_stream_PORT_out[9] = 84,
generate_stream_of_random_integers_PORT_out[0] = 6,
generate_stream_of_random_integers_PORT_out[1] = 72,
generate_stream_of_random_integers_PORT_out[2] = 77,
generate_stream_of_random_integers_PORT_out[3] = 88,
generate_stream_of_random_integers_PORT_out[4] = 29,
generate_stream_of_random_integers_PORT_out[5] = 59,
generate_stream_of_random_integers_PORT_out[6] = 90,
generate_stream_of_random_integers_PORT_out[7] = 69,
generate_stream_of_random_integers_PORT_out[8] = 76,
generate_stream_of_random_integers_PORT_out[9] = 49,
generate_stream_of_random_integers_PORT_out[0] = 6,
generate_stream_of_random_integers_PORT_out[1] = 72,
generate_stream_of_random_integers_PORT_out[2] = 77,
generate_stream_of_random_integers_PORT_out[3] = 88,
generate_stream_of_random_integers_PORT_out[4] = 29,
generate_stream_of_random_integers_PORT_out[5] = 59,
generate_stream_of_random_integers_PORT_out[6] = 90,
generate_stream_of_random_integers_PORT_out[7] = 69,
generate_stream_of_random_integers_PORT_out[8] = 76,
generate_stream_of_random_integers_PORT_out[9] = 49,
multiply_elements_in_stream_PORT_out[0] = 12,
multiply_elements_in_stream_PORT_out[1] = 144,
multiply_elements_in_stream_PORT_out[2] = 154,
multiply_elements_in_stream_PORT_out[3] = 176,
multiply_elements_in_stream_PORT_out[4] = 58,
multiply_elements_in_stream_PORT_out[5] = 118,
multiply_elements_in_stream_PORT_out[6] = 180,
multiply_elements_in_stream_PORT_out[7] = 138,
multiply_elements_in_stream_PORT_out[8] = 152,
multiply_elements_in_stream_PORT_out[9] = 98,
generate_stream_of_random_integers_PORT_out[0] = 28,
generate_stream_of_random_integers_PORT_out[1] = 3,
generate_stream_of_random_integers_PORT_out[2] = 52,
generate_stream_of_random_integers_PORT_out[3] = 10,
generate_stream_of_random_integers_PORT_out[4] = 71,
generate_stream_of_random_integers_PORT_out[5] = 74,
